                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                 1.5067,                 1.5007,                 1.8733,                0.58272,                0.54093,                0.54117,                 0.2564,                 2.0542,                 1.7417,                 2.5302,              0.0002971,              0.0002971,              0.0002971
                     73,                 1.5109,                 1.5183,                 1.8719,                0.57812,                0.54035,                0.53896,                0.25128,                 2.0705,                 1.7233,                 2.5309,              0.0002872,              0.0002872,              0.0002872
                     74,                 1.5061,                 1.5028,                 1.8682,                0.55986,                0.55414,                0.54431,                0.25851,                 2.0431,                  1.735,                 2.5179,              0.0002773,              0.0002773,              0.0002773
                     75,                 1.5029,                 1.5031,                 1.8673,                 0.6066,                0.52259,                0.54872,                0.25418,                 2.0608,                 1.7244,                 2.5341,              0.0002674,              0.0002674,              0.0002674
                     76,                 1.5008,                  1.478,                 1.8614,                 0.5927,                0.54797,                0.54825,                0.25271,                 2.0703,                  1.722,                 2.5471,              0.0002575,              0.0002575,              0.0002575
                     77,                 1.4904,                 1.4826,                  1.854,                0.59683,                0.54177,                0.54674,                 0.2519,                 2.0654,                 1.7288,                 2.5438,              0.0002476,              0.0002476,              0.0002476
                     78,                 1.4792,                 1.4667,                 1.8342,                0.57584,                 0.5552,                0.54856,                0.25639,                 2.0568,                 1.7156,                 2.5368,              0.0002377,              0.0002377,              0.0002377
                     79,                 1.4701,                 1.4543,                 1.8337,                0.56699,                0.55076,                0.54282,                0.25411,                 2.0625,                 1.7184,                 2.5524,              0.0002278,              0.0002278,              0.0002278
                     80,                 1.4711,                 1.4519,                 1.8368,                 0.6011,                0.55199,                0.55125,                 0.2576,                 2.0651,                 1.7252,                  2.557,              0.0002179,              0.0002179,              0.0002179
                     81,                 1.4752,                   1.43,                 1.8326,                0.59889,                0.54999,                0.54769,                0.25135,                 2.0892,                 1.7244,                 2.5826,               0.000208,               0.000208,               0.000208
                     82,                 1.4635,                 1.4329,                 1.8365,                0.62382,                0.53761,                0.54847,                0.25196,                 2.0791,                 1.7225,                 2.5776,              0.0001981,              0.0001981,              0.0001981
                     83,                 1.4613,                 1.4278,                 1.8277,                0.61719,                0.52859,                 0.5472,                0.25452,                 2.0744,                 1.7147,                 2.5756,              0.0001882,              0.0001882,              0.0001882
                     84,                 1.4572,                 1.4054,                 1.8254,                0.58321,                0.54813,                0.54513,                0.25125,                 2.0906,                 1.7287,                 2.5868,              0.0001783,              0.0001783,              0.0001783
                     85,                 1.4481,                 1.4006,                 1.8148,                0.59827,                0.53726,                0.55125,                0.25374,                 2.0848,                 1.7188,                 2.5825,              0.0001684,              0.0001684,              0.0001684
                     86,                 1.4409,                 1.4011,                 1.8117,                0.62727,                0.52578,                0.54597,                0.25154,                 2.0879,                 1.7114,                 2.5928,              0.0001585,              0.0001585,              0.0001585
                     87,                 1.4515,                 1.4084,                 1.8189,                0.57975,                0.55723,                0.54657,                0.25072,                 2.0915,                 1.7102,                 2.5915,              0.0001486,              0.0001486,              0.0001486
                     88,                 1.4338,                 1.3802,                 1.8025,                0.62988,                0.52132,                0.54573,                0.24995,                 2.1108,                 1.7163,                 2.6017,              0.0001387,              0.0001387,              0.0001387
                     89,                 1.4298,                 1.3633,                 1.8021,                 0.5897,                0.55182,                0.54652,                0.25086,                 2.0943,                  1.718,                 2.5943,              0.0001288,              0.0001288,              0.0001288
                     90,                 1.4214,                 1.3558,                 1.7977,                0.57704,                0.55283,                0.54217,                0.25259,                 2.0896,                  1.719,                 2.6019,              0.0001189,              0.0001189,              0.0001189
                     91,                 1.4772,                 1.2662,                 1.9516,                0.61029,                0.52983,                0.54506,                0.24892,                 2.1075,                 1.7162,                 2.6206,               0.000109,               0.000109,               0.000109
                     92,                 1.4468,                  1.209,                 1.9169,                0.56628,                0.56198,                0.54119,                0.24729,                 2.1189,                 1.7085,                 2.6434,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                   1.44,                    1.2,                 1.9118,                0.57953,                0.54339,                0.54193,                0.25028,                 2.1082,                 1.7083,                 2.6441,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                 1.4243,                 1.1884,                 1.9005,                0.56618,                0.55732,                0.54279,                0.24961,                 2.1164,                 1.7191,                 2.6484,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                 1.4153,                 1.1577,                  1.898,                0.58838,                0.55436,                0.54513,                0.25028,                 2.1188,                 1.7097,                 2.6567,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                 1.4018,                 1.1487,                 1.8917,                0.58438,                0.55824,                0.53954,                0.24903,                 2.1248,                 1.7158,                 2.6712,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                 1.3958,                 1.1479,                  1.883,                0.57724,                0.55944,                0.54029,                0.24853,                  2.123,                 1.7154,                 2.6728,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                 1.3812,                  1.143,                 1.8687,                0.58678,                 0.5477,                0.53675,                0.24782,                 2.1273,                 1.7179,                 2.6796,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                 1.3789,                 1.1239,                 1.8675,                0.58516,                0.55298,                0.53553,                0.24742,                 2.1326,                 1.7147,                 2.6878,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                 1.3772,                 1.1279,                 1.8696,                0.59031,                0.55989,                0.53998,                0.24853,                 2.1349,                 1.7146,                  2.691,               1.99e-05,               1.99e-05,               1.99e-05
